#SUBMITTED ID	GENE_SNAPSHOT	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
CG6605	Bicaudal D (BicD) encodes a cytoplasmic protein that links diverse cargo to the dynein/dynactin motor. Cargos like mRNAs, proteins and organelles are transported along microtubules. Through this mechanism the product of BicDcontrols spatial aspects of gene expression and polarity formation during development. Additionally, it supports physiology of differentiated polar cells and the function of the nervous system. [Date last reviewed: 2019-03-07]	2L	17473215	17459605	-1	Bicaudal D	BicD
CG10034	traffic jam (tj) encodes a Maf transcription factor that functions as regulator of multiple gonad morphogenesis processes including collective cell migration during oogenesis and stem cell specification downstream of Notch signaling during spermatogenesis. [Date last reviewed: 2019-03-14]	2L	19467758	19464267	1	traffic jam	tj
CG10034	traffic jam (tj) encodes a Maf transcription factor that functions as regulator of multiple gonad morphogenesis processes including collective cell migration during oogenesis and stem cell specification downstream of Notch signaling during spermatogenesis. [Date last reviewed: 2019-03-14]	2L	19467758	19464267	1	traffic jam	tj
CG17912	Bub3 interacting GLEBS and Zinc finger domain protein (BuGZ) encodes a protein involved in dendrite morphogenesis. [Date last reviewed: 2019-07-11]	2L	16753704	16743405	1	Bub3 interacting GLEBS and Zinc finger domain protein	BuGZ
CG17912	Bub3 interacting GLEBS and Zinc finger domain protein (BuGZ) encodes a protein involved in dendrite morphogenesis. [Date last reviewed: 2019-07-11]	2L	16753704	16743405	1	Bub3 interacting GLEBS and Zinc finger domain protein	BuGZ
CG6627	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10856644	10854435	-1	DNZDHHC/NEW1 zinc finger protein 11	Dnz1
CG6627	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10856644	10854435	-1	DNZDHHC/NEW1 zinc finger protein 11	Dnz1
CG17928	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	16793444	16791568	1	-	CG17928
CG6618	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12103285	12100765	-1	Patsas	Patsas
CG6618	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12103285	12100765	-1	Patsas	Patsas
CG11328	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6684364	6677835	-1	Na[+]/H[+] hydrogen exchanger 3	Nhe3
CG11328	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6684364	6677835	-1	Na[+]/H[+] hydrogen exchanger 3	Nhe3
CG6122	-	2L	10987420	10982205	-1	P-element induced wimpy testis	piwi
CG6122	-	2L	10987420	10982205	-1	P-element induced wimpy testis	piwi
CG5271	-	2L	10410456	10408352	1	Ribosomal protein S27A	RpS27A
CG5271	-	2L	10410456	10408352	1	Ribosomal protein S27A	RpS27A
CG6116	UV-resistance associated gene (Uvrag) encodes a protein that regulates autophagy and vesicle trafficking with the product of Atg6 and class C vacuolar protein sorting complexes. With the products of Atg6 and Pi3K59F, It forms a PI3K(III) complex and plays roles in receptor downregulation and the establishment of proper cell polarity. It is also critical for proper organ rotation during development by controlling receptor endocytosis and subsequent degradation. [Date last reviewed: 2019-03-21]	2L	13289556	13286777	1	UV-resistance associated gene	Uvrag
CG6116	UV-resistance associated gene (Uvrag) encodes a protein that regulates autophagy and vesicle trafficking with the product of Atg6 and class C vacuolar protein sorting complexes. With the products of Atg6 and Pi3K59F, It forms a PI3K(III) complex and plays roles in receptor downregulation and the establishment of proper cell polarity. It is also critical for proper organ rotation during development by controlling receptor endocytosis and subsequent degradation. [Date last reviewed: 2019-03-21]	2L	13289556	13286777	1	UV-resistance associated gene	Uvrag
CG11322	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6759628	6757864	-1	-	CG11322
CG34421	Sno oncogene (Snoo) encodes a protein that belongs to the highly conserved Sno/Ski family of Smad binding proteins. It specifically binds the product of Med and switches its affinity from the products of Mad to Smox, resulting in antagonism of the product of dpp and facilitation of Activin signaling. Snoo overexpression antagonizes both pathways. [Date last reviewed: 2019-03-14]	2L	7984196	7891187	-1	Sno oncogene	Snoo
CG34421	Sno oncogene (Snoo) encodes a protein that belongs to the highly conserved Sno/Ski family of Smad binding proteins. It specifically binds the product of Med and switches its affinity from the products of Mad to Smox, resulting in antagonism of the product of dpp and facilitation of Activin signaling. Snoo overexpression antagonizes both pathways. [Date last reviewed: 2019-03-14]	2L	7984196	7891187	-1	Sno oncogene	Snoo
CG7480	Polypeptide N-acetylgalactosaminyltransferase 35A (Pgant35A) encodes a member of the UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase family. It catalyzes the transfer of a GalNAc sugar onto the hydroxyl groups of serine and threonine in secreted or membrane-bound proteins. The product of Pgant35A is an essential protein involved in epithelial tube polarity. [Date last reviewed: 2019-03-14]	2L	14361411	14359252	1	Polypeptide N-acetylgalactosaminyltransferase 35A	Pgant35A
CG7480	Polypeptide N-acetylgalactosaminyltransferase 35A (Pgant35A) encodes a member of the UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase family. It catalyzes the transfer of a GalNAc sugar onto the hydroxyl groups of serine and threonine in secreted or membrane-bound proteins. The product of Pgant35A is an essential protein involved in epithelial tube polarity. [Date last reviewed: 2019-03-14]	2L	14361411	14359252	1	Polypeptide N-acetylgalactosaminyltransferase 35A	Pgant35A
CG9660	toucan (toc) encodes a protein that associates with spindle microtubules being involved in mitotic spindle organization, mitotic sister chromatid segregation and ovarian follicle cell formation. [Date last reviewed: 2019-03-14]	2L	3144786	3068345	-1	toucan	toc
CG9660	toucan (toc) encodes a protein that associates with spindle microtubules being involved in mitotic spindle organization, mitotic sister chromatid segregation and ovarian follicle cell formation. [Date last reviewed: 2019-03-14]	2L	3144786	3068345	-1	toucan	toc
CG13994	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	6063671	6062989	1	-	CG13994
CG10481	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	19892550	19890201	-1	-	CG10481
CG33122	-	2L	3711748	3707230	-1	cutlet	cutlet
CG33122	-	2L	3711748	3707230	-1	cutlet	cutlet
CG34440	lemming A (lmgA) encodes the RING-finger containing Apc11 subunit of the APC/C ubiquitin ligase (E3). Together with the cullin subunit encoded by Apc2, it forms the minimal ubiquitin ligase module of the APC/C. [Date last reviewed: 2019-02-28]	2L	8528618	8524999	-1	lemming A	lmgA
CG34440	lemming A (lmgA) encodes the RING-finger containing Apc11 subunit of the APC/C ubiquitin ligase (E3). Together with the cullin subunit encoded by Apc2, it forms the minimal ubiquitin ligase module of the APC/C. [Date last reviewed: 2019-02-28]	2L	8528618	8524999	-1	lemming A	lmgA
CG33113	Reticulon-like1 (Rtnl1) encodes a reticulon family member, with predicted intramembrane hairpin domains that can insert into the cytosolic face of the endoplasmic reticulum (ER), thereby curving it and promoting ER tubule formation. It is enriched on tubular ER, including axons and egg chamber fusomes. [Date last reviewed: 2018-11-15]	2L	5009720	4992808	-1	Reticulon-like1	Rtnl1
CG33113	Reticulon-like1 (Rtnl1) encodes a reticulon family member, with predicted intramembrane hairpin domains that can insert into the cytosolic face of the endoplasmic reticulum (ER), thereby curving it and promoting ER tubule formation. It is enriched on tubular ER, including axons and egg chamber fusomes. [Date last reviewed: 2018-11-15]	2L	5009720	4992808	-1	Reticulon-like1	Rtnl1
CG4385	Star (S) encodes a type II transmembrane protein that facilitates trafficking of transmembrane Egfr ligands from the endoplasmic reticulum to the late secretory compartment. It is involved in growth regulation, cell survival and developmental patterning. [Date last reviewed: 2019-03-14]	2L	1077815	1049674	-1	Star	S
CG4385	Star (S) encodes a type II transmembrane protein that facilitates trafficking of transmembrane Egfr ligands from the endoplasmic reticulum to the late secretory compartment. It is involved in growth regulation, cell survival and developmental patterning. [Date last reviewed: 2019-03-14]	2L	1077815	1049674	-1	Star	S
CG4389	Mitochondrial trifunctional protein α subunit (Mtpα) encodes a subunit of the mitochondrial trifunctional protein. It possesses 3-enoyl-CoA hydratase and 3-hydroxyacyl-CoA dehydrogenase activities, which catalyze the second and third steps,respectively, of the β-oxidation of long-chain fatty acids. [Date last reviewed: 2019-09-12]	2L	9576769	9573563	-1	Mitochondrial trifunctional protein alpha subunit	Mtpalpha
CG4389	Mitochondrial trifunctional protein α subunit (Mtpα) encodes a subunit of the mitochondrial trifunctional protein. It possesses 3-enoyl-CoA hydratase and 3-hydroxyacyl-CoA dehydrogenase activities, which catalyze the second and third steps,respectively, of the β-oxidation of long-chain fatty acids. [Date last reviewed: 2019-09-12]	2L	9576769	9573563	-1	Mitochondrial trifunctional protein alpha subunit	Mtpalpha
CG8749	small ribonucleoprotein particle U1 subunit 70K (snRNP-U1-70K) encodes a protein component of the U1 snRNP. The U1 snRNP combines with other snRNPs on the pre-mRNA to assemble a spliceosome. [Date last reviewed: 2019-03-14]	2L	6971737	6968711	-1	small ribonucleoprotein particle U1 subunit 70K	snRNP-U1-70K
CG8749	small ribonucleoprotein particle U1 subunit 70K (snRNP-U1-70K) encodes a protein component of the U1 snRNP. The U1 snRNP combines with other snRNPs on the pre-mRNA to assemble a spliceosome. [Date last reviewed: 2019-03-14]	2L	6971737	6968711	-1	small ribonucleoprotein particle U1 subunit 70K	snRNP-U1-70K
CG7885	-	2L	13834306	13833337	1	RNA polymerase II subunit C	Polr2C
CG7885	-	2L	13834306	13833337	1	RNA polymerase II subunit C	Polr2C
CG10431	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	18978187	18974710	1	-	CG10431
CG5229	chameau (chm) encodes a histone acetyl transferase involved in epigenetic mechanisms of transcriptional control and regulation of replication origin activity. Its functions include modulation of JNK activity and gene regulation by Polycomb group genes. [Date last reviewed: 2019-03-07]	2L	7422736	7412417	1	chameau	chm
CG5229	chameau (chm) encodes a histone acetyl transferase involved in epigenetic mechanisms of transcriptional control and regulation of replication origin activity. Its functions include modulation of JNK activity and gene regulation by Polycomb group genes. [Date last reviewed: 2019-03-07]	2L	7422736	7412417	1	chameau	chm
CG18398	-	2L	18972004	18969028	1	Transport and Golgi organization 6	Tango6
CG18398	-	2L	18972004	18969028	1	Transport and Golgi organization 6	Tango6
CG10449	-	2L	19043614	19041862	1	Catecholamines up	Catsup
CG10449	-	2L	19043614	19041862	1	Catecholamines up	Catsup
CG13969	-	2L	20073719	20066391	1	brain washing	bwa
CG13969	-	2L	20073719	20066391	1	brain washing	bwa
CG6582	-	2L	17477888	17474912	-1	cassowary	cass
CG6582	-	2L	17477888	17474912	-1	cassowary	cass
CG7428	halo (halo) encodes a protein that acts as cofactor of the molecular motor kinesin-1 and controls travel distances of moving lipid droplets. It determines the intracellular distribution of lipid droplets. [Date last reviewed: 2019-03-07]	2L	1518148	1517533	-1	halo	halo
CG7428	halo (halo) encodes a protein that acts as cofactor of the molecular motor kinesin-1 and controls travel distances of moving lipid droplets. It determines the intracellular distribution of lipid droplets. [Date last reviewed: 2019-03-07]	2L	1518148	1517533	-1	halo	halo
CG3069	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	2767845	2767286	-1	TBP-associated factor 10b	Taf10b
CG3069	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	2767845	2767286	-1	TBP-associated factor 10b	Taf10b
CG12630	tiptop (tio) encodes a DNA binding protein involved in the formation of embryonic thoracic segments, Malpighian tubules, and eye development. [Date last reviewed: 2019-03-14]	2L	22025734	22019208	1	tiptop	tio
CG12630	tiptop (tio) encodes a DNA binding protein involved in the formation of embryonic thoracic segments, Malpighian tubules, and eye development. [Date last reviewed: 2019-03-14]	2L	22025734	22019208	1	tiptop	tio
CG7061	-	2L	12063184	12058304	-1	Rab3 GTPase activating protein	Rab3-GAP
CG7061	-	2L	12063184	12058304	-1	Rab3 GTPase activating protein	Rab3-GAP
CG9241	-	2L	21182812	21179933	1	Minichromosome maintenance 10	Mcm10
CG9241	-	2L	21182812	21179933	1	Minichromosome maintenance 10	Mcm10
CG17018	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	22368796	22308755	1	Meiosis regulator and mRNA stability factor 1	Marf1
CG17018	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	22368796	22308755	1	Meiosis regulator and mRNA stability factor 1	Marf1
CG3938	-	2L	15748150	15727581	-1	Cyclin E	CycE
CG3938	-	2L	15748150	15727581	-1	Cyclin E	CycE
CG1759	caudal (cad) encodes a transcription factor involved in processes such as anterior/posterior patterning formation, organ morphogenesis and innate immune homeostasis. [Date last reviewed: 2019-03-07]	2L	20783135	20770731	1	caudal	cad
CG1759	caudal (cad) encodes a transcription factor involved in processes such as anterior/posterior patterning formation, organ morphogenesis and innate immune homeostasis. [Date last reviewed: 2019-03-07]	2L	20783135	20770731	1	caudal	cad
CG17010	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	12357906	12356441	1	-	CG17010
CG11723	-	2L	2147275	2145297	-1	-	CG11723
